text,ground truth,CER,posterior probability,mean sequence probability,min sequence probability,mean sequence entropy,mean sequence probablity with latex check,probability variance,low confidence ratio,combined score
f(x)=[f(A)-f(1)]\cdotLx+f(1),f(x)=[f(A)-f(1)].Lx+f(1),0.041666666666666664,0.9660637974739075,0.9716794490814209,0.5502927899360657,0.07907169270424674,0.9716794490814209,0.008272795006632805,0.0,0.3570431025508697
\int_{\tau_{0}=\frac{t_{G}\rho}{\pi_{0}=\frac{tg\rho}{\pi}}},\pi_0=\frac{tg\rho}{\pi},1.7692307692307692,0.7931441068649292,0.837302565574646,0.15886178612709045,0.6067362797080139,0.837302565574646,0.047493644058704376,0.1315789520740509,0.06591072393184268
O_{d}(I_{1x})\impliesO_{b}(I_{2t}),O_a(I_{1x})\stackrel{.}{\implies}O_b(I_{2t}),0.3793103448275862,0.9276959896087646,0.943815290927887,0.438410222530365,0.18285671930964875,0.943815290927887,0.021478816866874695,0.06896551698446274,0.29059032525040274
"|\int_{f_1}^{r_2}[v(r,\psi+\omegat/\epsilon)-v_{0}(r)]d\tau|\le\frac{1}{2\ell}","|\int_{\tau_1}^{\tau_2}[v(r,\psi+\omega\tau/\epsilon)-v_0(r)]d\tau\parallel\le\frac{1}{2}\epsilon",0.17391304347826086,0.898348331451416,0.9166416525840759,0.325943261384964,0.3043633175946204,0.9166416525840759,0.022773409262299538,0.03999999910593033,0.23691133417459614
"\tau\in\langle\tilde{\tau},\tau_1\rangle","\tau\in\langle\tilde{\tau},\tau_1\rangle",0.0,0.8613330721855164,0.8995134830474854,0.2716291546821594,0.41879820275811047,0.8995134830474854,0.042607784271240234,0.0714285746216774,0.1780003971914145
L_0=\{a^{n}|n\ge1\},L_0=\{a^n|n\ge1\},0.15384615384615385,0.9333404302597046,0.9427762627601624,0.5955310463905334,0.1564401429598287,0.9427762627601624,0.015103352256119251,0.0,0.31453444792013346
\alpha(x)-\alpha\le\alpha(1-\delta)\frac{loglog.x}{logx}(x\gex_0),\alpha(x)-\alpha\le\alpha(1-\delta)\frac{\log\logx}{\logx}(x\gex_0),0.1111111111111111,0.9147969484329224,0.9416024684906006,0.23296457529067993,0.22260989136214562,0.9416024684906006,0.02837066911160946,0.05128205195069313,0.27734062046124336
r\ger_0,r\ger_0,0.0,0.9371700882911682,0.942370593547821,0.731620192527771,0.2286943006749627,0.942370593547821,0.010205020196735859,0.0,0.28547051714914334
=\frac{1}{2b}\sqrt{16s(s-a)(s-b)(s-c)},"=\frac{1}{2b}\sqrt{16s(s-a)(s-b)(s-c)},",0.03225806451612903,0.9913568496704102,0.9915614128112793,0.8990674018859863,0.04121440631465737,0.9915614128112793,0.0003977185406256467,0.0,0.3801388025986488
"tin\beta=b_{i2}\frac{1}{2},d\rangle \eos\omega=\frac{1}{25},4g=1^{n}i;o) \cos=\frac{7}{24}",\sin\beta=\frac{4}{9};d) \cos\alpha=\frac{18}{25}\operatorname{tg}\beta=1\frac{5}{9};e) \cos\alpha=\frac{7}{24} \cos\beta=\frac{35}{38},0.5384615384615384,0.6633743643760681,0.721989631652832,0.21831808984279633,1.2409280218126995,0.721989631652832,0.06644827127456665,0.2063492238521576,-0.24884520083437847
")u=5,n=3,h=30,\dotss=12,r=20.","m=5,n=3,h=30,s=12,r=20.",0.13043478260869565,0.8745052218437195,0.9138122200965881,0.1999625861644745,0.345800399376646,0.9138122200965881,0.03810327500104904,0.07407407462596893,0.21238991336278307
tg2a=\frac{2a_{12}}{a_{11}-a_{22}}.,\tan2a=\frac{2a_{12}}{a_{11}-a_{22}}.,0.09090909090909091,0.9269779324531555,0.9365670680999756,0.577631413936615,0.20435272960579218,0.9365670680999756,0.015135311521589756,0.0,0.2928857353976734
|(I-S_{ry}S_{yu})^{-1}S_{ry}||_{M}<\frac{1}{v_{2}(p)},\parallel(I-S_{ry}S_{yu})^{-1}S_{ry}\parallel_M<\frac{1}{v_2(p)},0.1590909090909091,0.9714797735214233,0.9733449220657349,0.6708040237426758,0.10920993467997474,0.9733449220657349,0.003150450298562646,0.0,0.34565399495430404
B^{0}=\frac{h_{n}}{h\prime\prime_{n}}-1=\frac{h\prime\prime\prime_{n}}{h\prime\prime_{n}},B^0=\frac{h_n}{h\prime\prime_n}-1=\frac{h\prime\prime\prime_n}{h\prime\prime_n},0.2777777777777778,0.930901050567627,0.9418265223503113,0.41086798906326294,0.2177791615786949,0.9418265223503113,0.015177590772509575,0.02083333395421505,0.2854522775178036
"\int_{\mathbf{R}}\omegaz_{k}^{2}dv(z_{1},z_{2},\dots)<\infty","\int_{\mathbf{R}^\infty}z_k^2dv(z_1,z_2,\dots)<\infty",0.36666666666666664,0.9360179901123047,0.942752480506897,0.524104654788971,0.23917000061730784,0.942752480506897,0.010424911975860596,0.0,0.2814329919558357
"\langle\mathcal{T}\delta(u,v);\delta(u,v))=\sum_{n}\sum_{n=r}\sum_{r}\sum_{r}\delta(n-1)\delta(n,q)S(n+p,m-q)=","\langle\overline{T}\delta(u,v);\delta(u,v)\rangle=\sum_n\sum_m\sum_p\sum_q\delta(n-1,m-1)\delta(p,q)S(n+p,m-q)=",0.3389830508474576,0.8507080078125,0.8846494555473328,0.2135225087404251,0.573202622905656,0.8846494555473328,0.0371115505695343,0.0746268630027771,0.10965336045611525
"\beta:=(\lambda,\phi_{1},\dots,\phi_{p})^{T}","\beta:=(\lambda,\phi_1,\dots,\phi_p)^T",0.3333333333333333,0.9270622730255127,0.9401883482933044,0.5192364454269409,0.18559202746193756,0.9401883482933044,0.019385045394301414,0.0,0.30183852833254676
+b_{1}t_{1}+b_{2}ttt_{1}+b_{3}t^{2}t_{1}+b_{4}t^{3}t_{1}+\dots,+b_1t_1+b_2tt_1+b_3t^2t_1+b_4t^3t_1+\dots,0.5675675675675675,0.9534735083580017,0.9628609418869019,0.42437952756881714,0.17313396170701592,0.9628609418869019,0.012262075208127499,0.03333333507180214,0.30922412505759395
Xaop=2\alpha_3,\sphericalangleaop=2\alpha_3,0.6521739130434783,0.8820402026176453,0.8946496844291687,0.5294181704521179,0.35415080309271374,0.8946496844291687,0.01997564546763897,0.0,0.216199552534582
\Gamma(s)=\Gamma_S(s)+\Gamma_{NS}(s)=0,\mathbf{f}(s)=\mathbf{f}_S(s)+\mathbf{f}_{NS}(s)=\mathbf{0},0.42857142857142855,0.9030783772468567,0.9213066101074219,0.4642360806465149,0.20762321742783413,0.9213066101074219,0.026762204244732857,0.03999999910593033,0.27747335725064903
v_{2}=-\frac{0.19}{lg\frac{z_{3}}{H}}\frac{l_{1}26}{l-\frac{l_{1}26}{h_{1}^{2}}\frac{H}{L}}.,"v*=-\frac{0,19}{\mathrm{lg}\frac{z_0}{H}}\frac{u_2}{1-\frac{0,26}{\mathrm{lg}\frac{z_0}{H}}\frac{H}{L}},",0.4852941176470588,0.7873116731643677,0.8265672922134399,0.199347585439682,0.8366514387258716,0.0,0.04829296097159386,0.14864864945411682,-0.0
"\delta_1=\frac{V_1}{\delta_1}=\frac{15}{1000}=0,015","\check{s}_1=\frac{V_1}{\check{s}_1}=\frac{15}{1000}=0,015",0.20512820512820512,0.9601449966430664,0.9692667126655579,0.4052621126174927,0.0644074509263751,0.9692667126655579,0.011435209773480892,0.02857142873108387,0.35622941894945637
"k=1,2,\dots,n","k=1,2,\dots,n",0.0,0.9989197254180908,0.9989203214645386,0.9964302778244019,0.010348093832866632,0.9989203214645386,1.0821997875609668e-06,0.0,0.3954288910526688
G_{ikh}^{i}=\hat{O}_{h}\hat{G}_{ik}^{i}=\hat{\partial}_{h}\hat{\partial}_{k}\hat{G}_{k}\hat{G}_{i}^{i}=\dot{\partial}_{k}^{def}\dot{\partial}_{h}\hat{\partial}_{k}\hat{G}_{i},\hat{G}_{ikh}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\hat{G}_{ik}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\hat{G}_{i}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\dot{\partial}_{i}\hat{G,0.35714285714285715,0.9018369317054749,0.9194732904434204,0.3077455759048462,0.298788334462124,0.9194732904434204,0.02277548797428608,0.045045047998428345,0.23926497279283293
